,BMP_Fingerprint,Facility_ID,idxFacBMPAssignment,r_tss,r_turbidity,r_p,r_n,r_nn,r_an,r_og,r_cu,r_zn,r_fe,r_phmin,r_phmax,PEP_BaseRisk,Total_BaseRisk,is_calculated,RedPEP_BaseRisk,RedTotal_BaseRisk,CIP_Cost,OM_Cost,PEP_BaseRisk_Rate
21336,|3||9|,112,112|3||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,47382610.72,9419.757025,1
21328,|2||9|,112,112|2||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,46444768.07,10989.71653,1
21319,|1||9|,112,112|1||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,45160407.45,9419.757025,1
21309,|9|,112,112|9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,44890120,0,1
21399,|1||7||9|,112,112|1||7||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,47903586.7,105240.4445,1
21604,|1||4||7||9|,112,112|1||4||7||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,52607590.36,135994.0728,1
21403,|1||8||9|,112,112|1||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,47596159.92,40173.38528,1
21408,|1||9||13|,112,112|1||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,49864411.11,79422.37289,1
21473,|3||9||14|,112,112|3||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,47382610.72,9419.757025,1
21472,|3||9||13|,112,112|3||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,52086614.38,79422.37289,1
21471,|3||9||10|,112,112|3||9||10|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,47535645.22,9419.757025,1
21467,|3||8||9|,112,112|3||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,49818363.19,40173.38528,1
21463,|3||7||9|,112,112|3||7||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,50125789.97,105240.4445,1
21452,|3||4||9|,112,112|3||4||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,52086614.38,40173.38528,1
21445,|2||9||14|,112,112|2||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,46444768.07,10989.71653,1
21444,|2||9||13|,112,112|2||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,51148771.73,80992.33239,1
21443,|2||9||10|,112,112|2||9||10|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,46597802.57,10989.71653,1
21439,|2||8||9|,112,112|2||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,48880520.54,41743.34479,1
21435,|2||7||9|,112,112|2||7||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,49187947.32,106810.404,1
21430,|2||6||9|,112,112|2||6||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,46447268.07,13689.71653,1
21424,|2||4||9|,112,112|2||4||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,51148771.73,41743.34479,1
21417,|2||3||9|,112,112|2||3||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,48937258.79,20409.47355,1
21409,|1||9||14|,112,112|1||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,45160407.45,9419.757025,1
21407,|1||9||10|,112,112|1||9||10|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,45313441.95,9419.757025,1
21608,|1||4||8||9|,112,112|1||4||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,52300163.58,70927.01354,1
21612,|1||4||9||10|,112,112|1||4||9||10|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,50017445.61,40173.38528,1
21613,|1||4||9||13|,112,112|1||4||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,54568414.77,110176.0011,1
21767,|3||6||9||10|,112,112|3||6||9||10|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,47538145.22,12119.75703,1
21763,|3||6||8||9|,112,112|3||6||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,49820863.19,42873.38528,1
21759,|3||6||7||9|,112,112|3||6||7||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,50128289.97,107940.4445,1
21754,|3||4||9||14|,112,112|3||4||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,52086614.38,40173.38528,1
21753,|3||4||9||13|,112,112|3||4||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,56790618.03,110176.0011,1
21752,|3||4||9||10|,112,112|3||4||9||10|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,52239648.88,40173.38528,1
21748,|3||4||8||9|,112,112|3||4||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,54522366.85,70927.01354,1
21744,|3||4||7||9|,112,112|3||4||7||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,54829793.63,135994.0728,1
21739,|3||4||6||9|,112,112|3||4||6||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,52089114.38,42873.38528,1
21735,|2||9||13||14|,112,112|2||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,51148771.73,80992.33239,1
21734,|2||9||10||14|,112,112|2||9||10||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,46597802.57,10989.71653,1
21733,|2||9||10||13|,112,112|2||9||10||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,51301806.23,80992.33239,1
21729,|2||8||9||14|,112,112|2||8||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,48880520.54,41743.34479,1
21728,|2||8||9||13|,112,112|2||8||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,53584524.2,111745.9606,1
21727,|2||8||9||10|,112,112|2||8||9||10|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,49033555.04,41743.34479,1
21768,|3||6||9||13|,112,112|3||6||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,52089114.38,82122.37289,1
21723,|2||7||9||14|,112,112|2||7||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,49187947.32,106810.404,1
21769,|3||6||9||14|,112,112|3||6||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,47385110.72,12119.75703,1
21777,|3||7||9||10|,112,112|3||7||9||10|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,50278824.47,105240.4445,1
21812,|4||7||9||10|,112,112|4||7||9||10|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,52490337.41,126574.3158,1
21808,|4||7||8||9|,112,112|4||7||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,54773055.38,157327.944,1
21804,|4||6||9||14|,112,112|4||6||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,49596623.66,33453.62826,1
21803,|4||6||9||13|,112,112|4||6||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,54300627.31,103456.2441,1
21802,|4||6||9||10|,112,112|4||6||9||10|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,49749658.16,33453.62826,1
21798,|4||6||8||9|,112,112|4||6||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,52032376.13,64207.25651,1
21794,|4||6||7||9|,112,112|4||6||7||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,52339802.91,129274.3158,1
21791,|3||9||13||14|,112,112|3||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,52086614.38,79422.37289,1
21790,|3||9||10||14|,112,112|3||9||10||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,47535645.22,9419.757025,1
21789,|3||9||10||13|,112,112|3||9||10||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,52239648.88,79422.37289,1
21785,|3||8||9||14|,112,112|3||8||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,49818363.19,40173.38528,1
21784,|3||8||9||13|,112,112|3||8||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,54522366.85,110176.0011,1
21783,|3||8||9||10|,112,112|3||8||9||10|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,49971397.69,40173.38528,1
21779,|3||7||9||14|,112,112|3||7||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,50125789.97,105240.4445,1
21778,|3||7||9||13|,112,112|3||7||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,54829793.63,175243.0604,1
21773,|3||7||8||9|,112,112|3||7||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,52561542.44,135994.0728,1
21814,|4||7||9||14|,112,112|4||7||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,52337302.91,126574.3158,1
21722,|2||7||9||13|,112,112|2||7||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,53891950.98,176813.0199,1
21717,|2||7||8||9|,112,112|2||7||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,51623699.79,137564.0323,1
21650,|1||9||10||14|,112,112|1||9||10||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,45313441.95,9419.757025,1
21649,|1||9||10||13|,112,112|1||9||10||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,50017445.61,79422.37289,1
21645,|1||8||9||14|,112,112|1||8||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,47596159.92,40173.38528,1
21644,|1||8||9||13|,112,112|1||8||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,52300163.58,110176.0011,1
21643,|1||8||9||10|,112,112|1||8||9||10|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,47749194.42,40173.38528,1
21639,|1||7||9||14|,112,112|1||7||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,47903586.7,105240.4445,1
21638,|1||7||9||13|,112,112|1||7||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,52607590.36,175243.0604,1
21637,|1||7||9||10|,112,112|1||7||9||10|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,48056621.2,105240.4445,1
21633,|1||7||8||9|,112,112|1||7||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,50339339.17,135994.0728,1
21629,|1||6||9||14|,112,112|1||6||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,45162907.45,12119.75703,1
21628,|1||6||9||13|,112,112|1||6||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,49866911.11,82122.37289,1
21627,|1||6||9||10|,112,112|1||6||9||10|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,45315941.95,12119.75703,1
21623,|1||6||8||9|,112,112|1||6||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,47598659.92,42873.38528,1
21619,|1||6||7||9|,112,112|1||6||7||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,47906086.7,107940.4445,1
21614,|1||4||9||14|,112,112|1||4||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,49864411.11,40173.38528,1
21651,|1||9||13||14|,112,112|1||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,49864411.11,79422.37289,1
21721,|2||7||9||10|,112,112|2||7||9||10|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,49340981.82,106810.404,1
21656,|2||3||4||9|,112,112|2||3||4||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,53641262.45,51163.10181,1
21667,|2||3||7||9|,112,112|2||3||7||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,51680438.04,116230.1611,1
21713,|2||6||9||14|,112,112|2||6||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,46447268.07,13689.71653,1
21712,|2||6||9||13|,112,112|2||6||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,51151271.73,83692.33239,1
21711,|2||6||9||10|,112,112|2||6||9||10|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,46600302.57,13689.71653,1
21707,|2||6||8||9|,112,112|2||6||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,48883020.54,44443.34479,1
21703,|2||6||7||9|,112,112|2||6||7||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,49190447.32,109510.404,1
21698,|2||4||9||14|,112,112|2||4||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,51148771.73,41743.34479,1
21697,|2||4||9||13|,112,112|2||4||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,55852775.39,111745.9606,1
21696,|2||4||9||10|,112,112|2||4||9||10|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,51301806.23,41743.34479,1
21692,|2||4||8||9|,112,112|2||4||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,53584524.2,72496.97304,1
21688,|2||4||7||9|,112,112|2||4||7||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,53891950.98,137564.0323,1
21683,|2||4||6||9|,112,112|2||4||6||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,51151271.73,44443.34479,1
21677,|2||3||9||14|,112,112|2||3||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,48937258.79,20409.47355,1
21676,|2||3||9||13|,112,112|2||3||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,53641262.45,90412.08942,1
21675,|2||3||9||10|,112,112|2||3||9||10|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,49090293.29,20409.47355,1
21671,|2||3||8||9|,112,112|2||3||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,51373011.26,51163.10181,1
21662,|2||3||6||9|,112,112|2||3||6||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,48939758.79,23109.47355,1
22175,|2||6||8||9||13|,112,112|2||6||8||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,53587024.2,114445.9606,1
22176,|2||6||8||9||14|,112,112|2||6||8||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,48883020.54,44443.34479,1
22180,|2||6||9||10||13|,112,112|2||6||9||10||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,51304306.23,83692.33239,1
22571,|1||7||8||9||10||13|,112,112|1||7||8||9||10||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,55196377.33,205996.6887,1
22570,|1||6||9||10||13||14|,112,112|1||6||9||10||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,50019945.61,82122.37289,1
22568,|1||6||8||9||13||14|,112,112|1||6||8||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,52302663.58,112876.0011,1
22567,|1||6||8||9||10||14|,112,112|1||6||8||9||10||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,47751694.42,42873.38528,1
22566,|1||6||8||9||10||13|,112,112|1||6||8||9||10||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,52455698.08,112876.0011,1
22564,|1||6||7||9||13||14|,112,112|1||6||7||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,52610090.36,177943.0604,1
22572,|1||7||8||9||10||14|,112,112|1||7||8||9||10||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,50492373.67,135994.0728,1
22563,|1||6||7||9||10||14|,112,112|1||6||7||9||10||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,48059121.2,107940.4445,1
22558,|1||6||7||8||9||14|,112,112|1||6||7||8||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,50341839.17,138694.0728,1
22557,|1||6||7||8||9||13|,112,112|1||6||7||8||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,55045842.83,208696.6887,1
22556,|1||6||7||8||9||10|,112,112|1||6||7||8||9||10|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,50494873.67,138694.0728,1
22555,|1||4||9||10||13||14|,112,112|1||4||9||10||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,54721449.27,110176.0011,1
22553,|1||4||8||9||13||14|,112,112|1||4||8||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,57004167.24,140929.6294,1
22552,|1||4||8||9||10||14|,112,112|1||4||8||9||10||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,52453198.08,70927.01354,1
22562,|1||6||7||9||10||13|,112,112|1||6||7||9||10||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,52763124.86,177943.0604,1
22573,|1||7||8||9||13||14|,112,112|1||7||8||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,55043342.83,205996.6887,1
22575,|1||7||9||10||13||14|,112,112|1||7||9||10||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,52760624.86,175243.0604,1
22576,|1||8||9||10||13||14|,112,112|1||8||9||10||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,52453198.08,110176.0011,1
22610,|2||3||4||9||13||14|,112,112|2||3||4||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,58345266.11,121165.7177,1
22609,|2||3||4||9||10||14|,112,112|2||3||4||9||10||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,53794296.95,51163.10181,1
22608,|2||3||4||9||10||13|,112,112|2||3||4||9||10||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,58498300.61,121165.7177,1
22604,|2||3||4||8||9||14|,112,112|2||3||4||8||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,56077014.92,81916.73007,1
22603,|2||3||4||8||9||13|,112,112|2||3||4||8||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,60781018.58,151919.3459,1
22602,|2||3||4||8||9||10|,112,112|2||3||4||8||9||10|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,56230049.42,81916.73007,1
22598,|2||3||4||7||9||14|,112,112|2||3||4||7||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,56384441.7,146983.7893,1
22597,|2||3||4||7||9||13|,112,112|2||3||4||7||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,61088445.36,216986.4052,1
22596,|2||3||4||7||9||10|,112,112|2||3||4||7||9||10|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,56537476.2,146983.7893,1
22592,|2||3||4||7||8||9|,112,112|2||3||4||7||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,58820194.17,177737.4176,1
22588,|2||3||4||6||9||14|,112,112|2||3||4||6||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,53643762.45,53863.10181,1
22587,|2||3||4||6||9||13|,112,112|2||3||4||6||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,58347766.11,123865.7177,1
22586,|2||3||4||6||9||10|,112,112|2||3||4||6||9||10|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,53796796.95,53863.10181,1
22582,|2||3||4||6||8||9|,112,112|2||3||4||6||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,56079514.92,84616.73007,1
22578,|2||3||4||6||7||9|,112,112|2||3||4||6||7||9|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,56386941.7,149683.7893,1
22551,|1||4||8||9||10||13|,112,112|1||4||8||9||10||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,57157201.74,140929.6294,1
22549,|1||4||7||9||13||14|,112,112|1||4||7||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,57311594.02,205996.6887,1
22548,|1||4||7||9||10||14|,112,112|1||4||7||9||10||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,52760624.86,135994.0728,1
22547,|1||4||7||9||10||13|,112,112|1||4||7||9||10||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,57464628.52,205996.6887,1
22512,|1||3||7||9||10||13|,112,112|1||3||7||9||10||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,55253115.58,184662.8174,1
22508,|1||3||7||8||9||14|,112,112|1||3||7||8||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,52831829.89,145413.8298,1
22507,|1||3||7||8||9||13|,112,112|1||3||7||8||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,57535833.55,215416.4457,1
22506,|1||3||7||8||9||10|,112,112|1||3||7||8||9||10|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,52984864.39,145413.8298,1
22504,|1||3||6||9||13||14|,112,112|1||3||6||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,52359401.83,91542.12991,1
22503,|1||3||6||9||10||14|,112,112|1||3||6||9||10||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,47808432.67,21539.51405,1
22502,|1||3||6||9||10||13|,112,112|1||3||6||9||10||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,52512436.33,91542.12991,1
22498,|1||3||6||8||9||14|,112,112|1||3||6||8||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,50091150.64,52293.14231,1
22497,|1||3||6||8||9||13|,112,112|1||3||6||8||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,54795154.3,122295.7582,1
22496,|1||3||6||8||9||10|,112,112|1||3||6||8||9||10|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,50244185.14,52293.14231,1
22492,|1||3||6||7||9||14|,112,112|1||3||6||7||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,50398577.42,117360.2016,1
22491,|1||3||6||7||9||13|,112,112|1||3||6||7||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,1.289709564,2.658357039,TRUE,0,1.368647475,55102581.08,187362.8174,1
